Evaluacion,Grado10,Grado20,Grado30,Grado40,Grado50,Grado60,Grado70,Grado80,Grado90,Grado100,Grado110,Grado120,Grado130,Grado140,Grado150,Grado160,Grado170,Grado180,Grado190,Grado200,Grado210,Grado220,Grado230,Grado240,Grado250,Grado260,Grado270,Grado280,Grado290,Grado300,Grado310,Grado320,Grado330,Grado340,Grado350,Grado360,Grado370,Grado380,Grado390,Grado400,Grado410,Grado420,Grado430,Grado440,Grado450,Grado460,Grado470,Grado480,Grado490,Grado500,Grado510,Grado520,Grado530,Grado540,Grado550,Grado560,Grado570,Grado580,Grado590,Grado600,Grado610,Grado620,Grado630,Grado640,Grado650,Grado660,Grado670,Grado680,Grado690,Grado700,Grado710,Grado720,Grado730,Grado740,Grado750,Grado760,Grado770,Grado780,Grado790,Grado800,Grado810,Grado820,Grado830,Grado840,Grado850,Grado860,Grado870,Grado880,Grado890,Grado900,Grado910,Grado920,Grado930,Grado940,Grado950,Grado960,Grado970,Grado980,Grado990,Grado1000
779,700,1600,2900,4600,7100,11000,13400,17400,21900,27000,42200,38700,44900,51800,59400,67400,76100,94000,95200,105300,116400,136700,139700,152200,165300,178900,193100,190300,224800,256500,257100,287200,290200,309700,328300,362200,367300,386500,416100,434700,449700,472400,502400,526000,551100,503900,600200,628800,652700,679600,710200,734900,763300,792300,828200,852500,889200,915000,973400,1.1063e+06,1.0152e+06,1.0534e+06,1.0864e+06,1.1216e+06,1.1562e+06,1.1925e+06,1.2286e+06,1.2701e+06,1.3535e+06,1.3421e+06,1.3826e+06,1.4252e+06,1.4598e+06,1.5055e+06,1.5401e+06,1.5875e+06,1.6524e+06,1.6826e+06,1.717e+06,1.761e+06,1.8117e+06,1.8561e+06,1.9122e+06,1.9479e+06,1.9986e+06,2.035e+06,2.0843e+06,2.1257e+06,2.2487e+06,2.2364e+06,2.5666e+06,2.8925e+06,2.9773e+06,3.1339e+06,3.1214e+06,3.2628e+06,3.2491e+06,3.3328e+06,3.1195e+06,3.2662e+06
780,900,2200,3300,5100,7400,10200,13600,17500,21900,27000,32500,38600,45100,66100,59400,67500,76100,85300,96500,105500,116800,139500,139800,152400,165300,186900,193200,215200,223300,239200,262800,274400,290000,320100,326800,354400,365800,386000,414900,436000,458200,472700,504200,527500,580800,579000,601500,627600,654000,681200,710400,742900,865700,888300,830600,854300,891400,916500,954800,1.1126e+06,1.1934e+06,1.2332e+06,1.0966e+06,1.1309e+06,1.1658e+06,1.2026e+06,1.2383e+06,1.2665e+06,1.3024e+06,1.3414e+06,1.3881e+06,1.4183e+06,1.4644e+06,1.4979e+06,1.5451e+06,1.5808e+06,1.6285e+06,1.6787e+06,1.8248e+06,2.0096e+06,2.0571e+06,2.0819e+06,2.1352e+06,1.9563e+06,1.9842e+06,2.0369e+06,2.0779e+06,2.132e+06,2.1733e+06,2.231e+06,2.2789e+06,2.3288e+06,2.379e+06,2.4328e+06,2.4823e+06,2.5563e+06,2.5938e+06,2.6428e+06,2.7021e+06,2.7519e+06
781,500,1400,3600,4600,7600,13700,14300,10800,22800,28000,33600,39300,45300,52100,59400,67400,76000,85200,103900,105500,116300,127800,147200,152200,165400,186300,193100,207900,230700,239000,266000,272600,299400,301300,336300,352900,365800,394100,410400,435300,450200,486400,506600,531100,553000,577300,602300,627900,654200,681300,714900,737800,765500,815300,855900,855900,890500,1.1291e+06,1.1866e+06,1.1961e+06,1.2171e+06,1.3065e+06,1.1698e+06,1.1185e+06,1.1989e+06,1.2017e+06,1.2388e+06,1.2729e+06,1.3042e+06,1.3403e+06,1.3794e+06,1.4216e+06,1.4591e+06,1.5057e+06,1.5391e+06,1.5863e+06,1.6273e+06,1.6917e+06,1.7172e+06,1.7596e+06,1.7792e+06,1.8463e+06,1.8912e+06,2.0506e+06,1.9906e+06,2.2098e+06,2.5384e+06,2.6671e+06,2.7198e+06,2.8243e+06,2.8611e+06,2.9071e+06,2.9772e+06,3.0595e+06,3.1186e+06,3.2077e+06,3.3846e+06,3.017e+06,3.1733e+06,3.2594e+06
782,800,2200,3300,5100,7400,10300,13800,17700,36100,27100,32500,38500,44800,51900,59400,67600,76100,85300,95100,105400,116400,135200,139700,152300,166000,196600,193200,207900,231500,239200,275100,277000,297700,311900,341500,357500,406200,393100,413800,428100,456900,479600,502600,526100,563100,575500,600400,599600,666900,685300,707300,735400,769800,792500,822200,858700,883100,920800,953400,979600,1.0187e+06,1.0537e+06,1.0932e+06,1.1223e+06,1.1572e+06,1.1931e+06,1.2292e+06,1.2659e+06,1.303e+06,1.4817e+06,1.6725e+06,1.662e+06,1.6916e+06,1.6382e+06,1.6576e+06,1.6651e+06,1.7893e+06,1.7125e+06,1.7377e+06,1.7507e+06,1.8013e+06,1.8453e+06,1.8908e+06,1.9359e+06,2.0058e+06,2.0448e+06,2.0927e+06,2.1284e+06,2.1825e+06,2.6456e+06,2.7908e+06,2.8097e+06,2.9451e+06,2.747e+06,3.1577e+06,3.1752e+06,3.2393e+06,3.3142e+06,2.9667e+06,3.182e+06
783,900,1700,3300,5300,7500,10100,13700,17600,21900,27200,33900,39400,45500,65200,92400,84400,95200,106700,126100,150200,145400,160400,175700,201900,206800,223800,252600,259900,292200,298800,319400,351600,362600,403900,328300,347400,381200,394900,407000,440800,460300,482700,503900,519300,543400,575500,600500,626300,652700,680000,713900,992000,764900,794000,833800,854000,893200,915900,1.0529e+06,1.2089e+06,1.219e+06,1.3187e+06,1.3513e+06,1.3631e+06,1.4248e+06,1.4007e+06,1.254e+06,1.267e+06,1.3105e+06,1.3672e+06,1.8147e+06,1.7388e+06,1.7774e+06,1.7487e+06,1.8962e+06,1.9121e+06,1.9194e+06,1.8689e+06,2.1006e+06,2.1981e+06,2.2813e+06,2.3105e+06,2.4043e+06,2.3815e+06,2.4809e+06,2.4971e+06,2.5875e+06,2.5729e+06,2.5819e+06,2.7705e+06,2.9035e+06,2.9256e+06,2.9886e+06,3.0533e+06,3.1343e+06,3.183e+06,3.2054e+06,3.3402e+06,3.2209e+06,3.3139e+06
784,900,2200,4200,5100,7400,10200,13700,17400,21900,27000,32700,52300,45000,52000,59400,67500,76100,85200,104900,105500,116100,127700,147400,152100,165200,186100,193200,207900,230300,239000,287800,286900,291600,303600,328400,361200,382500,457600,433300,437100,457300,472600,495600,526200,550200,574900,600300,617800,646500,672700,699900,741700,774800,799500,822400,852400,889900,914900,946900,985600,1.0286e+06,1.0459e+06,1.0876e+06,1.1241e+06,1.2755e+06,1.2689e+06,1.3244e+06,1.2665e+06,1.3028e+06,1.3407e+06,1.473e+06,1.4184e+06,1.4687e+06,1.5054e+06,1.5394e+06,1.5868e+06,1.6282e+06,1.8143e+06,1.7736e+06,1.7323e+06,2.1556e+06,2.2218e+06,2.2975e+06,2.3817e+06,2.3879e+06,2.4492e+06,2.5752e+06,2.6674e+06,2.5997e+06,2.4662e+06,2.4993e+06,2.5347e+06,2.7782e+06,3.0668e+06,3.1479e+06,3.1798e+06,3.1294e+06,3.1411e+06,3.5341e+06,3.5457e+06
785,900,2200,4000,6800,7600,10400,13800,17500,22800,16000,32500,38700,45100,51900,59200,67500,85800,85300,95100,105300,116300,136900,139600,152100,172800,178900,193000,215100,223200,239200,255400,272500,290000,315000,326600,352600,365400,392500,413600,439400,459300,472600,495800,549800,570700,569200,603100,627300,653100,689500,713900,735000,763900,798900,798200,853600,889000,921200,947000,985300,1.0184e+06,1.0465e+06,1.0864e+06,1.1207e+06,1.1559e+06,1.1918e+06,1.2295e+06,1.2731e+06,1.3043e+06,1.348e+06,1.3799e+06,1.4184e+06,1.4647e+06,1.7769e+06,1.9369e+06,1.7361e+06,1.9032e+06,1.8934e+06,1.9244e+06,1.9564e+06,2.0415e+06,2.0207e+06,1.9154e+06,1.9852e+06,1.9945e+06,2.0509e+06,2.0801e+06,2.1321e+06,2.1745e+06,2.2391e+06,2.2799e+06,2.3294e+06,2.3801e+06,2.4293e+06,2.4823e+06,2.5397e+06,2.4765e+06,2.6519e+06,2.6951e+06,2.7629e+06
786,500,1400,2700,4500,7100,10000,13400,17400,21800,26900,32200,38300,53800,51800,59400,49900,75900,85200,95800,105400,126600,127500,139600,152000,173100,178700,192900,207800,223000,245800,255300,279600,289900,315000,326600,352600,408000,399700,408200,479000,460100,481400,521300,528500,555700,575400,600300,626200,652700,679300,706800,734900,773000,792800,822200,853100,889600,915300,959700,979700,1.0183e+06,1.053e+06,1.0871e+06,1.1215e+06,1.1563e+06,1.1925e+06,1.2283e+06,1.2649e+06,1.3023e+06,1.3421e+06,1.3858e+06,1.4186e+06,1.4646e+06,1.5181e+06,1.5466e+06,1.5801e+06,1.6277e+06,1.6721e+06,1.7134e+06,1.7581e+06,1.8142e+06,2.4746e+06,2.8238e+06,2.7002e+06,2.7862e+06,2.6981e+06,2.1072e+06,2.1427e+06,2.1848e+06,2.2407e+06,2.326e+06,3.1615e+06,2.982e+06,3.0404e+06,3.1064e+06,3.2559e+06,3.2493e+06,3.3243e+06,3.3563e+06,3.4599e+06
787,800,1800,3300,5100,7300,24400,14300,17800,22000,20300,32600,38800,46600,52900,60100,68200,76200,96800,95000,105300,116300,127700,139600,152400,165500,186300,193200,207900,223300,239200,262600,272500,297400,308000,333700,353000,365600,396100,416900,430700,460900,481100,504000,527400,551800,576700,602100,627400,654400,680800,708500,736000,765000,794000,829400,855800,891000,915000,946700,985400,1.0182e+06,1.0457e+06,1.0859e+06,1.1208e+06,1.1566e+06,1.192e+06,1.1922e+06,1.2651e+06,1.3023e+06,1.3469e+06,1.3792e+06,1.4179e+06,1.4641e+06,1.4975e+06,1.5449e+06,1.5934e+06,1.6234e+06,1.665e+06,1.7162e+06,1.7572e+06,1.8009e+06,1.8532e+06,1.9016e+06,1.941e+06,1.9828e+06,2.0368e+06,2.0779e+06,2.1323e+06,2.175e+06,2.2304e+06,2.2761e+06,2.3277e+06,2.3845e+06,2.4302e+06,2.4848e+06,2.72e+06,3.259e+06,3.3048e+06,3.3433e+06,3.2086e+06
788,900,2300,4100,5300,7500,10300,13600,17400,21900,27100,32700,38400,60000,51800,59400,69000,76800,86000,108100,105500,116300,127700,176700,152300,165200,187800,193100,208000,232000,239200,269700,355900,299300,308200,334900,354100,365800,394000,414600,427900,450200,505900,631900,660000,690200,732600,752600,785100,771400,682100,716300,754400,877400,995000,992200,1.068e+06,1.0658e+06,1.1821e+06,1.1958e+06,1.1852e+06,1.248e+06,1.3084e+06,1.1355e+06,1.1742e+06,1.2442e+06,1.2323e+06,1.3324e+06,1.2672e+06,1.3096e+06,1.3536e+06,1.3794e+06,1.4242e+06,1.4579e+06,1.5055e+06,1.5383e+06,1.6598e+06,1.6307e+06,1.6674e+06,1.7286e+06,1.7583e+06,1.8012e+06,1.8456e+06,1.8901e+06,1.9377e+06,2.0023e+06,2.0434e+06,2.0773e+06,2.1244e+06,2.2059e+06,2.2237e+06,2.2791e+06,2.3291e+06,2.3882e+06,2.4302e+06,2.4818e+06,2.5429e+06,2.9007e+06,2.6873e+06,2.9169e+06,3.0042e+06
789,800,1800,2900,4900,7400,10100,13500,17400,21800,26900,32500,51800,45000,52000,59400,67400,76300,85200,105600,105400,116400,127700,147600,152300,165200,186300,193300,208100,238100,348300,257800,287900,291700,320900,331500,357300,374800,386800,415800,436900,458900,481600,496500,519900,552600,577000,602300,628100,655200,681700,708800,811800,1.0049e+06,1.0239e+06,1.0395e+06,1.069e+06,1.0741e+06,1.146e+06,1.194e+06,1.235e+06,1.3709e+06,1.0388e+06,1.1384e+06,1.189e+06,1.261e+06,1.2025e+06,1.2302e+06,1.3251e+06,1.4443e+06,1.3931e+06,1.5215e+06,1.5446e+06,1.486e+06,1.5741e+06,1.5729e+06,1.973e+06,1.9103e+06,2.0172e+06,1.9937e+06,2.1242e+06,2.1637e+06,2.0612e+06,1.9519e+06,2.1353e+06,2.2719e+06,2.6704e+06,2.2863e+06,2.5032e+06,2.4403e+06,2.3655e+06,2.3802e+06,2.3403e+06,2.3819e+06,2.4355e+06,2.4916e+06,2.9154e+06,3.155e+06,3.3406e+06,3.374e+06,3.8909e+06
790,800,3100,4900,6800,10100,13500,17700,22700,28300,34500,41500,48800,56900,65800,75100,85400,96000,107400,119800,132500,157900,160500,175400,153800,180000,224100,257600,293000,291000,310900,319600,351700,362600,397800,408500,446100,468900,514600,520700,546100,600500,601700,630500,649200,679200,678500,752500,784300,769500,801200,894000,920800,922900,1.0032e+06,1.0079e+06,1.0689e+06,1.1137e+06,1.0977e+06,1.193e+06,1.1036e+06,1.1264e+06,1.1132e+06,1.1262e+06,1.1314e+06,1.1666e+06,1.2015e+06,1.2298e+06,1.2713e+06,1.3025e+06,1.3415e+06,1.3888e+06,1.4249e+06,1.4577e+06,1.504e+06,1.5384e+06,1.5865e+06,1.6276e+06,1.6708e+06,1.7189e+06,1.7601e+06,1.8016e+06,1.8466e+06,1.8918e+06,1.9373e+06,1.9839e+06,2.0311e+06,2.2837e+06,2.1366e+06,2.1752e+06,2.2309e+06,2.28e+06,2.3394e+06,2.394e+06,2.443e+06,2.4941e+06,2.549e+06,3.0167e+06,3.2914e+06,3.3805e+06,6.6193e+06
791,900,2300,4000,6600,9500,13700,13600,17500,21900,26900,32500,38300,44800,53300,60100,67900,76300,85300,95000,105400,127000,129700,141100,153000,177400,178900,193100,215700,223100,246200,255600,279500,289900,315100,326500,352600,372700,385700,413900,456600,463900,483900,508500,527900,552200,577500,605000,629300,652900,679400,707000,734500,763700,793000,836000,855300,889800,914900,952800,986100,1.0158e+06,1.0459e+06,1.0862e+06,1.1209e+06,1.1559e+06,1.1919e+06,1.2291e+06,1.2649e+06,1.3032e+06,1.3405e+06,1.3812e+06,1.4242e+06,1.4575e+06,1.5087e+06,1.5398e+06,1.5885e+06,1.6284e+06,1.6654e+06,1.714e+06,1.7627e+06,1.8014e+06,1.8452e+06,1.9088e+06,1.9388e+06,1.9833e+06,2.0365e+06,2.0774e+06,2.1369e+06,2.1891e+06,2.2322e+06,2.2782e+06,2.3288e+06,2.3817e+06,2.4309e+06,2.4827e+06,2.5344e+06,2.595e+06,2.6399e+06,2.7014e+06,2.7582e+06
792,500,1400,2700,4500,6900,9900,13300,17400,21800,26800,32300,38300,44700,51900,59400,75000,76200,85300,95100,105400,123300,127600,139700,152100,172200,178900,193100,215600,236500,252300,255400,286800,290000,316700,326600,345800,372700,386000,406900,435000,457500,479800,495400,519200,550700,575200,600100,626300,640500,680300,719200,744200,831400,796200,829300,852700,889800,914400,952500,979400,979100,1.0429e+06,1.0661e+06,1.1265e+06,1.1563e+06,1.1923e+06,1.2279e+06,1.2651e+06,1.3023e+06,1.3465e+06,1.379e+06,1.4157e+06,1.5563e+06,1.7001e+06,1.7792e+06,1.7984e+06,1.7901e+06,1.7961e+06,1.7634e+06,1.9614e+06,2.0112e+06,2.0749e+06,2.1836e+06,2.1817e+06,2.1886e+06,2.3881e+06,2.3448e+06,2.3748e+06,2.5732e+06,2.5417e+06,2.5535e+06,2.7151e+06,2.5506e+06,2.6336e+06,2.485e+06,2.539e+06,2.596e+06,2.659e+06,2.7132e+06,2.7618e+06
793,700,1800,3300,5100,7400,10700,13800,17800,22100,27200,32500,38400,44900,66000,59400,67600,76200,85300,95100,114500,116300,127700,139700,160800,165200,179000,201500,207800,230500,239000,255500,272500,302100,308000,333900,345900,372800,392600,408400,439900,461100,481800,521500,528500,552400,577500,594800,672300,824200,853100,848600,921100,917900,813400,830900,858700,891400,916400,954100,1.1648e+06,1.4438e+06,1.174e+06,1.0818e+06,1.1328e+06,1.1521e+06,1.1936e+06,1.2294e+06,1.2659e+06,1.3118e+06,1.3423e+06,1.387e+06,1.4201e+06,1.5046e+06,1.5091e+06,1.555e+06,1.5969e+06,1.6324e+06,1.6748e+06,1.7342e+06,1.8257e+06,1.804e+06,1.8485e+06,1.8981e+06,2.0057e+06,2.4995e+06,2.4574e+06,2.3628e+06,2.3734e+06,2.331e+06,2.6231e+06,2.3635e+06,2.8442e+06,2.9205e+06,3.2352e+06,3.1657e+06,3.1839e+06,3.2498e+06,3.3314e+06,3.3836e+06,3.4945e+06
794,900,2200,4000,5000,7400,10300,13700,17500,21900,26900,32600,38400,44900,51900,68700,67400,76100,85200,95000,105400,123500,127600,139700,159200,165200,178900,199900,207900,216500,286000,160200,273100,425300,338800,327000,354300,373700,386100,414900,436100,458000,472600,503600,527300,551500,575900,601500,627500,655000,725400,714000,741200,763800,798900,822100,855800,890000,921000,946800,985200,1.0185e+06,1.0472e+06,1.0873e+06,1.1245e+06,1.1566e+06,1.1918e+06,1.2282e+06,1.2647e+06,1.3081e+06,1.3403e+06,1.3788e+06,1.4243e+06,1.469e+06,1.5048e+06,1.5384e+06,1.5865e+06,1.6272e+06,1.6643e+06,1.7377e+06,1.7579e+06,1.8018e+06,1.8526e+06,1.8944e+06,1.9372e+06,1.9903e+06,2.0116e+06,2.5187e+06,2.3458e+06,2.6769e+06,2.6798e+06,2.964e+06,2.8092e+06,3.0218e+06,3.056e+06,3.0089e+06,3.1674e+06,3.1763e+06,3.3164e+06,3.4226e+06,3.4799e+06
795,900,2100,4000,5100,7400,10300,13600,17500,21700,27100,32600,38300,44800,65400,59300,67400,76100,85300,95200,115400,116300,127500,139600,159800,165200,178900,200200,207700,231800,222100,255600,279800,290000,315700,326700,345800,380100,388400,406800,436400,456900,479400,502900,519200,543500,575400,600400,625900,638000,679700,707400,735200,770600,792300,825500,858600,883100,921100,954800,979200,1.018e+06,1.0521e+06,1.09e+06,1.1211e+06,1.1599e+06,1.1921e+06,1.228e+06,1.265e+06,1.3027e+06,1.3404e+06,1.3861e+06,1.4183e+06,1.4616e+06,1.5443e+06,1.5486e+06,1.5807e+06,1.6282e+06,1.6706e+06,1.716e+06,1.7573e+06,1.8191e+06,1.8464e+06,1.8982e+06,1.936e+06,1.9832e+06,2.0294e+06,2.0836e+06,2.1266e+06,2.1792e+06,2.2284e+06,2.2723e+06,2.3236e+06,2.3795e+06,2.4332e+06,2.4813e+06,2.5343e+06,2.5877e+06,2.6479e+06,3.0244e+06,3.1247e+06
796,800,2000,3200,5400,7900,10700,14200,18400,34200,28400,33700,39800,46600,53800,61200,69100,87000,87100,116200,107500,131900,128800,140400,152800,179100,179600,194100,209200,224000,249000,256200,282100,290800,318200,327400,346700,375500,386800,407500,437600,459400,482400,511700,798400,563200,585400,608800,635900,661900,689900,710800,735800,779800,793300,822600,859100,883400,920900,953200,979200,1.0189e+06,1.0522e+06,1.0861e+06,1.1149e+06,1.1537e+06,1.185e+06,1.2286e+06,1.2646e+06,1.2859e+06,1.3482e+06,1.3848e+06,1.4179e+06,1.458e+06,2.1179e+06,1.8312e+06,1.951e+06,2.0883e+06,2.0356e+06,2.0671e+06,2.2696e+06,2.1496e+06,2.1295e+06,2.3457e+06,2.4067e+06,2.4638e+06,2.5298e+06,2.4607e+06,2.6078e+06,2.5332e+06,2.7922e+06,2.8731e+06,2.9087e+06,3.391e+06,2.9866e+06,3.1101e+06,3.3402e+06,3.2717e+06,3.3169e+06,3.3933e+06,3.4523e+06
797,800,2300,4200,6300,9100,10200,13600,17400,21900,27000,32600,38600,58800,51900,58800,69200,98600,85500,95000,117600,116300,127800,140300,161000,165300,179000,201400,208000,231400,239200,263500,272500,297800,308100,334700,346000,373500,394000,415100,428000,458400,480700,578900,665200,691700,678800,752200,785000,670500,680900,711200,742700,765100,794300,830800,934300,893400,916400,954300,987300,1.014e+06,1.0537e+06,1.0879e+06,1.1232e+06,1.1574e+06,1.1935e+06,1.2665e+06,1.3595e+06,1.3039e+06,1.3414e+06,1.3798e+06,1.63e+06,1.8246e+06,1.8824e+06,1.9182e+06,2.0251e+06,1.9098e+06,1.849e+06,1.925e+06,1.8734e+06,2.0726e+06,2.1607e+06,2.1024e+06,2.4195e+06,2.386e+06,2.2845e+06,2.5229e+06,2.5691e+06,2.6367e+06,2.7243e+06,2.8519e+06,2.9453e+06,2.9261e+06,3.1237e+06,2.9808e+06,3.1844e+06,3.2585e+06,3.3235e+06,3.4723e+06,3.5375e+06
798,1300,2000,3600,6100,9900,12700,17200,21700,27300,33500,40700,47900,55900,66600,95100,110500,92400,87100,96800,107100,117600,128300,155400,152500,165400,189700,193300,208100,230900,239100,262500,272600,297900,308200,333700,346100,372900,391500,423300,445000,466700,474100,510300,533900,551500,575400,600400,626400,652900,679700,706800,735300,763600,792700,824200,927600,956200,924400,955700,979800,1.0121e+06,1.0522e+06,1.0861e+06,1.1207e+06,1.1562e+06,1.2642e+06,1.2328e+06,1.2575e+06,1.3006e+06,1.3357e+06,1.3833e+06,1.4129e+06,1.456e+06,1.4963e+06,1.6942e+06,1.9422e+06,1.9731e+06,2.0289e+06,1.9047e+06,2.0006e+06,2.0495e+06,1.9316e+06,2.1201e+06,2.166e+06,2.1967e+06,2.3042e+06,2.2971e+06,2.3733e+06,2.1891e+06,2.2773e+06,2.8721e+06,2.586e+06,2.9206e+06,3.5949e+06,3.4333e+06,3.2928e+06,3.5072e+06,3.584e+06,4.046e+06,3.5173e+06
799,900,2200,3900,6600,9100,12800,18100,21900,27600,33800,40700,48000,56100,102400,61200,90900,120800,113900,138000,190100,117900,129100,140300,152500,165200,189500,192900,207700,223000,238900,262400,272400,304900,305600,344000,493800,461200,529400,587100,429100,450200,472900,495800,521000,540400,760000,754900,936600,808100,898000,1.0272e+06,723900,757100,785900,815400,845500,899500,915800,953600,986300,1.0122e+06,931500,1.0964e+06,1.2366e+06,1.1583e+06,1.1921e+06,1.2355e+06,1.285e+06,1.3368e+06,1.3439e+06,1.3812e+06,1.447e+06,1.7409e+06,1.8349e+06,1.8781e+06,1.9745e+06,2.057e+06,2.1941e+06,2.1533e+06,2.2405e+06,2.253e+06,2.3322e+06,2.369e+06,2.425e+06,2.4828e+06,2.548e+06,2.629e+06,2.6198e+06,2.7039e+06,2.571e+06,2.705e+06,2.9158e+06,2.9176e+06,3.0428e+06,3.0893e+06,3.1918e+06,3.2498e+06,3.399e+06,3.3976e+06,3.4598e+06
800,800,2800,3900,5300,10500,16100,20800,26200,44700,54200,66300,77600,90600,104900,120800,134200,151300,169400,193300,211100,235800,256100,265000,133900,137400,180500,194400,223300,223600,247700,255500,279700,290000,315300,326600,352900,372800,385800,413700,435100,457100,472400,510700,526300,550500,569400,595300,620500,647000,673500,701200,729700,757900,787200,816800,847200,876700,858700,1.3885e+06,1.7428e+06,1.8196e+06,1.8434e+06,1.9299e+06,1.9832e+06,2.1363e+06,2.1507e+06,2.1318e+06,2.2622e+06,1.992e+06,1.5624e+06,1.4825e+06,1.5969e+06,1.6287e+06,1.6681e+06,1.6458e+06,1.6025e+06,1.8552e+06,1.7122e+06,1.7187e+06,1.7748e+06,1.8088e+06,2.0142e+06,2.3804e+06,2.4884e+06,2.5536e+06,2.658e+06,2.647e+06,2.6046e+06,2.6929e+06,2.8498e+06,2.898e+06,3.1529e+06,2.9767e+06,3.0152e+06,3.119e+06,3.1914e+06,3.1818e+06,3.1844e+06,3.5202e+06,3.3859e+06
801,800,1700,3400,5000,7400,10300,13800,17600,22100,27100,32700,38600,45000,51900,61800,67500,77500,85300,95000,105400,116400,138700,139700,152200,173000,180300,195700,217700,226100,252700,255700,281700,290300,316000,327100,353900,373400,386200,414800,436100,458400,485900,516100,520100,556500,577400,617100,626600,652800,679500,713600,735200,763800,800500,822900,853300,889800,932100,946900,985000,1.0208e+06,1.0464e+06,1.0865e+06,1.1218e+06,1.156e+06,1.1919e+06,1.2284e+06,1.2654e+06,1.3097e+06,1.3408e+06,1.4522e+06,1.4065e+06,1.445e+06,1.4851e+06,1.5384e+06,1.6268e+06,1.5962e+06,1.7447e+06,1.7335e+06,1.9146e+06,2.3852e+06,1.8792e+06,1.966e+06,1.9437e+06,2.1049e+06,2.5602e+06,2.0595e+06,2.1068e+06,2.1413e+06,2.2482e+06,2.2905e+06,2.3403e+06,2.4082e+06,2.4552e+06,2.5107e+06,2.547e+06,2.5728e+06,3.0942e+06,3.3576e+06,3.4534e+06
802,700,1700,3800,6200,10400,11500,13700,17300,21900,27600,32300,44200,46500,53700,61000,68200,76500,85200,95000,105300,116300,127700,139700,151900,165200,178900,193000,207800,223100,238900,257000,276000,294200,432300,425700,433000,468200,482400,508400,545900,573300,601700,630400,649000,679200,720800,1.0003e+06,817500,823600,807100,899000,729500,758000,802600,842300,852900,889300,914800,968100,1.2396e+06,1.2355e+06,1.2129e+06,1.3189e+06,1.3582e+06,1.4137e+06,1.447e+06,1.4067e+06,1.276e+06,1.3118e+06,1.3431e+06,1.5689e+06,1.8323e+06,1.8281e+06,1.8835e+06,2.0733e+06,1.9978e+06,2.0536e+06,1.8702e+06,1.8868e+06,2.1219e+06,2.1826e+06,2.1907e+06,2.3431e+06,2.4226e+06,2.5828e+06,2.6103e+06,2.5132e+06,2.6052e+06,2.6916e+06,2.6547e+06,2.7449e+06,2.7417e+06,2.8916e+06,2.5517e+06,2.5715e+06,2.6401e+06,2.6818e+06,2.9966e+06,3.3158e+06,3.3251e+06
803,700,14100,3400,6600,9400,13200,16800,21800,28600,34700,41800,42800,60600,53400,61300,68000,76500,85300,109300,105500,116400,127700,148700,154100,180100,180300,205300,208800,224000,248300,256500,281700,290700,317100,335600,346800,390400,416500,407800,441300,457500,479800,502600,526100,550400,575300,601000,626400,652800,679800,707300,735000,763500,882100,832000,855500,891200,916300,954800,987200,1.0138e+06,1.0539e+06,1.1482e+06,1.3684e+06,1.3967e+06,1.2179e+06,1.3535e+06,1.3292e+06,1.4583e+06,1.4113e+06,1.3958e+06,986000,1.5765e+06,1.735e+06,1.7173e+06,1.7773e+06,1.8017e+06,1.7374e+06,1.9958e+06,2.0449e+06,1.9823e+06,1.9445e+06,1.9027e+06,1.962e+06,2.0057e+06,2.2426e+06,2.5037e+06,2.5658e+06,2.9458e+06,2.614e+06,2.8565e+06,2.841e+06,2.9737e+06,3.1068e+06,2.6838e+06,3.171e+06,3.306e+06,3.3166e+06,3.4095e+06,3.4947e+06
804,900,2200,3200,5300,7600,6100,13800,17500,22000,27200,32800,38500,44900,66000,59500,67500,76100,85300,95100,114800,116400,127800,139700,160100,165400,179100,201100,208000,230300,239100,255600,279700,290100,308200,333600,345900,372700,393800,408700,429000,459500,479800,502700,526200,561700,575100,600900,626500,652400,679600,707100,741500,763600,793400,828900,857800,890900,915000,953000,979400,1.0122e+06,1.0524e+06,1.0859e+06,1.1205e+06,1.1561e+06,1.1923e+06,1.2272e+06,1.2661e+06,1.3023e+06,1.3454e+06,1.3798e+06,1.4263e+06,1.4582e+06,1.5044e+06,1.5398e+06,1.5867e+06,1.6323e+06,1.6629e+06,1.7087e+06,1.7583e+06,1.8015e+06,1.8467e+06,1.8917e+06,2.0201e+06,1.9963e+06,2.0315e+06,2.083e+06,2.1248e+06,2.1802e+06,2.2284e+06,2.2734e+06,2.8665e+06,2.8843e+06,2.9234e+06,3.113e+06,2.9516e+06,3.0741e+06,3.1021e+06,3.2331e+06,3.2083e+06
